test_name,file_path,category,cwe,is_vulnerable
BenchmarkTest00034,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,sqli,89,True
BenchmarkTest00035,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,crypto,327,True
BenchmarkTest00036,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,xss,79,True
BenchmarkTest00037,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00037.java,sqli,89,True
BenchmarkTest00038,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00038.java,sqli,89,True
BenchmarkTest00039,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00039.java,sqli,89,True
BenchmarkTest00040,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00040.java,pathtraver,22,True
BenchmarkTest00041,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00041.java,xss,79,True
BenchmarkTest00042,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00042.java,weakrand,330,False
BenchmarkTest00043,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00043.java,sqli,89,True
BenchmarkTest00044,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,ldapi,90,True
BenchmarkTest00045,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,pathtraver,22,True
BenchmarkTest00046,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00046.java,hash,328,True
BenchmarkTest00047,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00047.java,xss,79,True
BenchmarkTest00048,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00048.java,xss,79,True
BenchmarkTest00049,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,xss,79,True
BenchmarkTest00050,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,crypto,327,True
BenchmarkTest00051,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00051.java,cmdi,78,False
BenchmarkTest00052,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00052.java,sqli,89,False
BenchmarkTest00053,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,crypto,327,True
BenchmarkTest00054,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,crypto,327,False
BenchmarkTest00055,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,crypto,327,True
BenchmarkTest00056,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,crypto,327,True
BenchmarkTest00057,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00057.java,crypto,327,True
BenchmarkTest00058,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00058.java,crypto,327,False
BenchmarkTest00059,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00059.java,crypto,327,False
BenchmarkTest00060,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00060.java,pathtraver,22,True
BenchmarkTest00061,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00061.java,pathtraver,22,True
BenchmarkTest00062,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00062.java,pathtraver,22,True
BenchmarkTest00063,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00063.java,pathtraver,22,False
BenchmarkTest00064,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00064.java,pathtraver,22,False
BenchmarkTest00065,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00065.java,pathtraver,22,True
BenchmarkTest00066,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00066.java,weakrand,330,True
BenchmarkTest00067,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00067.java,weakrand,330,True
BenchmarkTest00068,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00068.java,weakrand,330,True
BenchmarkTest00069,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00069.java,hash,328,False
BenchmarkTest00070,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00070.java,hash,328,True
BenchmarkTest00071,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00071.java,hash,328,True
BenchmarkTest00072,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00072.java,hash,328,False
BenchmarkTest00073,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00073.java,hash,328,True
BenchmarkTest00074,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00074.java,hash,328,True
BenchmarkTest00075,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00075.java,hash,328,False
BenchmarkTest00076,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00076.java,hash,328,False
BenchmarkTest00077,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00077.java,cmdi,78,True
BenchmarkTest00078,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00078.java,weakrand,330,True
BenchmarkTest00079,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00079.java,weakrand,330,True
BenchmarkTest00080,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00080.java,weakrand,330,True
BenchmarkTest00081,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00081.java,weakrand,330,True
BenchmarkTest00082,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00082.java,weakrand,330,True
BenchmarkTest00083,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00083.java,weakrand,330,True
BenchmarkTest00084,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00084.java,weakrand,330,True
BenchmarkTest00085,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00085.java,weakrand,330,True
BenchmarkTest00086,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00086.java,weakrand,330,True
BenchmarkTest00087,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00087.java,securecookie,614,True
BenchmarkTest00088,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00088.java,securecookie,614,False
BenchmarkTest00089,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00089.java,securecookie,614,False
BenchmarkTest00090,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00090.java,cmdi,78,False
BenchmarkTest00091,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00091.java,cmdi,78,True
BenchmarkTest00092,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00092.java,cmdi,78,True
BenchmarkTest00093,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00093.java,cmdi,78,False
BenchmarkTest00094,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00094.java,weakrand,330,False
BenchmarkTest00095,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00095.java,weakrand,330,False
BenchmarkTest00096,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00096.java,weakrand,330,False
BenchmarkTest00097,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00097.java,trustbound,501,False
BenchmarkTest00098,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00098.java,trustbound,501,True
BenchmarkTest00099,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00099.java,trustbound,501,False
BenchmarkTest00100,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00100.java,sqli,89,True
BenchmarkTest00101,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00101.java,sqli,89,True
BenchmarkTest00102,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00102.java,sqli,89,True
BenchmarkTest00103,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00103.java,sqli,89,True
BenchmarkTest00104,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00104.java,sqli,89,False
BenchmarkTest00105,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00105.java,sqli,89,False
BenchmarkTest00106,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00106.java,sqli,89,True
BenchmarkTest00107,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00107.java,sqli,89,False
BenchmarkTest00108,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00108.java,sqli,89,True
BenchmarkTest00109,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00109.java,sqli,89,True
BenchmarkTest00110,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00110.java,sqli,89,False
BenchmarkTest00111,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00111.java,sqli,89,True
BenchmarkTest00112,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00112.java,sqli,89,True
BenchmarkTest00113,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00113.java,sqli,89,False
BenchmarkTest00114,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00114.java,sqli,89,False
BenchmarkTest00115,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00115.java,sqli,89,True
BenchmarkTest00116,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00116.java,xpathi,643,False
BenchmarkTest00117,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00117.java,xpathi,643,False
BenchmarkTest00118,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00118.java,xpathi,643,False
BenchmarkTest00119,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,crypto,327,True
BenchmarkTest00120,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,crypto,327,True
BenchmarkTest00121,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,crypto,327,False
BenchmarkTest00122,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,crypto,327,False
BenchmarkTest00123,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00123.java,crypto,327,True
BenchmarkTest00124,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00124.java,crypto,327,True
BenchmarkTest00125,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00125.java,crypto,327,True
BenchmarkTest00126,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00126.java,crypto,327,False
BenchmarkTest00127,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00127.java,crypto,327,False
BenchmarkTest00128,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00128.java,crypto,327,False
BenchmarkTest00129,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00129.java,crypto,327,False
BenchmarkTest00130,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00130.java,crypto,327,False
BenchmarkTest00131,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00131.java,pathtraver,22,False
BenchmarkTest00132,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00132.java,pathtraver,22,False
BenchmarkTest00133,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00133.java,pathtraver,22,True
BenchmarkTest00134,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00134.java,pathtraver,22,False
BenchmarkTest00135,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00135.java,pathtraver,22,False
BenchmarkTest00136,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00136.java,pathtraver,22,False
BenchmarkTest00137,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00137.java,pathtraver,22,False
BenchmarkTest00138,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00138.java,ldapi,90,False
BenchmarkTest00139,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00139.java,ldapi,90,False
BenchmarkTest00140,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00140.java,weakrand,330,True
BenchmarkTest00141,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00141.java,hash,328,True
BenchmarkTest00142,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00142.java,hash,328,False
BenchmarkTest00143,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00143.java,hash,328,True
BenchmarkTest00144,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00144.java,xss,79,True
BenchmarkTest00145,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00145.java,xss,79,True
BenchmarkTest00146,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00146.java,xss,79,True
BenchmarkTest00147,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00147.java,xss,79,False
BenchmarkTest00148,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00148.java,xss,79,True
BenchmarkTest00149,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00149.java,xss,79,True
BenchmarkTest00150,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00150.java,xss,79,True
BenchmarkTest00151,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00151.java,xss,79,False
BenchmarkTest00152,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00152.java,xss,79,True
BenchmarkTest00153,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00153.java,xss,79,True
BenchmarkTest00154,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00154.java,xss,79,True
BenchmarkTest00155,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00155.java,xss,79,True
BenchmarkTest00156,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00156.java,xss,79,True
BenchmarkTest00157,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00157.java,xss,79,True
BenchmarkTest00158,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00158.java,cmdi,78,False
BenchmarkTest00159,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00159.java,cmdi,78,True
BenchmarkTest00160,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00160.java,weakrand,330,True
BenchmarkTest00161,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00161.java,weakrand,330,True
BenchmarkTest00162,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00162.java,weakrand,330,True
BenchmarkTest00163,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00163.java,weakrand,330,True
BenchmarkTest00164,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00164.java,weakrand,330,True
BenchmarkTest00165,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00165.java,weakrand,330,True
BenchmarkTest00166,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00166.java,weakrand,330,True
BenchmarkTest00167,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00167.java,weakrand,330,True
BenchmarkTest00168,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00168.java,weakrand,330,True
BenchmarkTest00169,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00169.java,securecookie,614,True
BenchmarkTest00170,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00170.java,securecookie,614,True
BenchmarkTest00171,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00171.java,cmdi,78,False
BenchmarkTest00172,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00172.java,cmdi,78,True
BenchmarkTest00173,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00173.java,cmdi,78,True
BenchmarkTest00174,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00174.java,cmdi,78,True
BenchmarkTest00175,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00175.java,cmdi,78,False
BenchmarkTest00176,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00176.java,cmdi,78,True
BenchmarkTest00177,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00177.java,cmdi,78,False
BenchmarkTest00178,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00178.java,weakrand,330,False
BenchmarkTest00179,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00179.java,weakrand,330,False
BenchmarkTest00180,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00180.java,weakrand,330,False
BenchmarkTest00181,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00181.java,weakrand,330,False
BenchmarkTest00182,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00182.java,weakrand,330,False
BenchmarkTest00183,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00183.java,weakrand,330,False
BenchmarkTest00184,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00184.java,weakrand,330,False
BenchmarkTest00185,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00185.java,weakrand,330,False
BenchmarkTest00186,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00186.java,weakrand,330,False
BenchmarkTest00187,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00187.java,weakrand,330,False
BenchmarkTest00188,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00188.java,weakrand,330,False
BenchmarkTest00189,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00189.java,trustbound,501,False
BenchmarkTest00190,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00190.java,sqli,89,False
BenchmarkTest00191,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00191.java,sqli,89,False
BenchmarkTest00192,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00192.java,sqli,89,True
BenchmarkTest00193,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00193.java,sqli,89,True
BenchmarkTest00194,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00194.java,sqli,89,True
BenchmarkTest00195,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00195.java,sqli,89,True
BenchmarkTest00196,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00196.java,sqli,89,True
BenchmarkTest00197,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00197.java,sqli,89,False
BenchmarkTest00198,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00198.java,sqli,89,True
BenchmarkTest00199,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00199.java,sqli,89,True
BenchmarkTest00200,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00200.java,sqli,89,False
BenchmarkTest00201,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00201.java,sqli,89,False
BenchmarkTest00202,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00202.java,sqli,89,False
BenchmarkTest00203,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00203.java,sqli,89,True
BenchmarkTest00204,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00204.java,sqli,89,True
BenchmarkTest00205,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00205.java,sqli,89,False
BenchmarkTest00206,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00206.java,sqli,89,False
BenchmarkTest00207,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00207.java,xpathi,643,True
BenchmarkTest00208,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00208.java,crypto,327,True
BenchmarkTest00209,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00209.java,crypto,327,False
BenchmarkTest00210,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00210.java,crypto,327,True
BenchmarkTest00211,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00211.java,crypto,327,False
BenchmarkTest00212,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00212.java,crypto,327,False
BenchmarkTest00213,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00213.java,crypto,327,False
BenchmarkTest00214,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00214.java,crypto,327,False
BenchmarkTest00215,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00215.java,pathtraver,22,True
BenchmarkTest00216,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00216.java,pathtraver,22,True
BenchmarkTest00217,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00217.java,pathtraver,22,False
BenchmarkTest00218,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00218.java,pathtraver,22,True
BenchmarkTest00219,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00219.java,pathtraver,22,True
BenchmarkTest00220,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00220.java,pathtraver,22,False
BenchmarkTest00221,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00221.java,pathtraver,22,False
BenchmarkTest00222,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00222.java,pathtraver,22,True
BenchmarkTest00223,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00223.java,hash,328,True
BenchmarkTest00224,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00224.java,hash,328,False
BenchmarkTest00225,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00225.java,hash,328,False
BenchmarkTest00226,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00226.java,hash,328,True
BenchmarkTest00227,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00227.java,hash,328,True
BenchmarkTest00228,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00228.java,hash,328,False
BenchmarkTest00229,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00229.java,hash,328,False
BenchmarkTest00230,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00230.java,weakrand,330,True
BenchmarkTest00231,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00231.java,weakrand,330,True
BenchmarkTest00232,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00232.java,weakrand,330,True
BenchmarkTest00233,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00233.java,weakrand,330,True
BenchmarkTest00234,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00234.java,weakrand,330,True
BenchmarkTest00235,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00235.java,weakrand,330,True
BenchmarkTest00236,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00236.java,weakrand,330,True
BenchmarkTest00237,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00237.java,weakrand,330,True
BenchmarkTest00238,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00238.java,weakrand,330,True
BenchmarkTest00239,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00239.java,weakrand,330,True
BenchmarkTest00240,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00240.java,weakrand,330,True
BenchmarkTest00241,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00241.java,securecookie,614,True
BenchmarkTest00242,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00242.java,securecookie,614,False
BenchmarkTest00243,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00243.java,weakrand,330,False
BenchmarkTest00244,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00244.java,weakrand,330,False
BenchmarkTest00245,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00245.java,weakrand,330,False
BenchmarkTest00246,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00246.java,weakrand,330,False
BenchmarkTest00247,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00247.java,weakrand,330,False
BenchmarkTest00248,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00248.java,weakrand,330,False
BenchmarkTest00249,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00249.java,weakrand,330,False
BenchmarkTest00250,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00250.java,trustbound,501,False
BenchmarkTest00251,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00251.java,trustbound,501,True
BenchmarkTest00252,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00252.java,trustbound,501,False
BenchmarkTest00253,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00253.java,trustbound,501,False
BenchmarkTest00254,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00254.java,crypto,327,True
BenchmarkTest00255,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00255.java,crypto,327,False
BenchmarkTest00256,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00256.java,crypto,327,True
BenchmarkTest00257,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00257.java,crypto,327,True
BenchmarkTest00258,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00258.java,crypto,327,True
BenchmarkTest00259,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00259.java,crypto,327,False
BenchmarkTest00260,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00260.java,crypto,327,False
BenchmarkTest00261,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00261.java,pathtraver,22,False
